sigma,P_mean,Ds_of_mean_P,mean_Ds,Ds_block4_ci_low,Ds_block4_ci_high
1.660000000000000000e+02,7.445751389268016277e-04,2.936750510015975202e+00,2.936889321847837575e+00,2.917453184522527998e+00,2.951662763029422099e+00
1.670000000000000000e+02,7.380383084964787935e-04,2.936347422375894745e+00,2.936487678829200476e+00,2.916969341973546292e+00,2.951282477986174158e+00
1.680000000000000000e+02,7.315982713533387494e-04,2.935931548076833320e+00,2.936073272283430846e+00,2.916474804936389553e+00,2.950888156816024566e+00
1.690000000000000000e+02,7.252530558453791328e-04,2.935503081256953362e+00,2.935646296537315791e+00,2.915969760267103972e+00,2.950480016062255739e+00
1.700000000000000000e+02,7.190007412934267287e-04,2.935062212041470442e+00,2.935206941893671484e+00,2.915454390565259679e+00,2.950058267871079387e+00
1.710000000000000000e+02,7.128394563971430023e-04,2.934609126640905785e+00,2.934755394729347433e+00,2.914928874286300431e+00,2.949623120091711570e+00
1.720000000000000000e+02,7.067673776994337588e-04,2.934144007448387548e+00,2.934291837591522345e+00,2.914393385850282847e+00,2.949158806210043782e+00
1.730000000000000000e+02,7.007827281068127433e-04,2.933667033133111612e+00,2.933816449291187567e+00,2.913848095747824107e+00,2.948713436265774757e+00
1.740000000000000000e+02,6.948837754633872777e-04,2.933178378731134295e+00,2.933329404993608946e+00,2.913294235011231859e+00,2.948239295302883978e+00
1.750000000000000000e+02,6.890688311762364904e-04,2.932678215734349170e+00,2.932830876306661505e+00,2.912732831085844687e+00,2.947752545103925037e+00
1.760000000000000000e+02,6.833362488900611128e-04,2.932166712177502355e+00,2.932321031367618680e+00,2.912174071154495447e+00,2.947299994211681540e+00
1.770000000000000000e+02,6.776844232090792298e-04,2.931644032721961501e+00,2.931800034926977716e+00,2.911679900095485607e+00,2.946851858624115916e+00
1.780000000000000000e+02,6.721117884642446080e-04,2.931110338737352272e+00,2.931268048429625850e+00,2.911175529301163856e+00,2.946389889223947289e+00
1.790000000000000000e+02,6.666168175239399040e-04,2.930565788382468728e+00,2.930725230095160061e+00,2.910661091044813631e+00,2.945915685446279575e+00
1.800000000000000000e+02,6.611980206463895400e-04,2.930010536681488809e+00,2.930171734994835298e+00,2.910069680183009488e+00,2.945428935847340668e+00
1.810000000000000000e+02,6.558539443721239821e-04,2.929444735600174265e+00,2.929607715127044543e+00,2.909384555508440329e+00,2.944816833702754710e+00
1.820000000000000000e+02,6.505831704548783361e-04,2.928868534120448341e+00,2.929033319491605170e+00,2.908691028563667125e+00,2.944231924195318761e+00
1.830000000000000000e+02,6.453843148294118211e-04,2.928282078310636916e+00,2.928448694160429966e+00,2.907989245242451393e+00,2.943770432609752685e+00
1.840000000000000000e+02,6.402560266147813055e-04,2.927685511396026286e+00,2.927853982347743411e+00,2.907279348296946342e+00,2.943137999275007743e+00
1.850000000000000000e+02,6.351969871516722349e-04,2.927078973826722663e+00,2.927249324478100156e+00,2.906611103556578257e+00,2.942400283685070672e+00
1.860000000000000000e+02,6.302059090724583708e-04,2.926462603343833013e+00,2.926634858252225246e+00,2.905953140946463176e+00,2.941649941876924856e+00
1.870000000000000000e+02,6.252815354027106568e-04,2.925836535043976561e+00,2.926010718711836045e+00,2.905288287467311825e+00,2.941069382617500949e+00
1.880000000000000000e+02,6.204226386929415559e-04,2.925200901441681545e+00,2.925377038302148236e+00,2.904615812560422228e+00,2.940517577610711975e+00
